detail_name,outlet,selling_price,avg_selling_price,max_selling_price,min_selling_price
Mittagessen Standard,472,360.0,99.85,1017.0,9.0
Mittagessen Standard,472,378.0,99.85,1017.0,9.0
Mittagessen Standard,472,531.0,99.85,1017.0,9.0
Mittagessen Standard,472,450.0,99.85,1017.0,9.0
Mittagessen Standard,472,396.0,99.85,1017.0,9.0
Mittagessen Standard,472,459.0,99.85,1017.0,9.0
Mittagessen Standard,472,369.0,99.85,1017.0,9.0
Mittagessen Standard,472,342.0,99.85,1017.0,9.0
Mittagessen Standard,472,684.0,99.85,1017.0,9.0
Mittagessen Standard,472,1017.0,99.85,1017.0,9.0
Requi Kiosk 19% 140,472,216.0,62.32,350.0,0.6
Requi Kiosk 19% 140,472,350.0,62.32,350.0,0.6
Requi Kiosk 19% 140,472,280.0,62.32,350.0,0.6
Requi Kiosk 7% 140,472,138.0,38.2,975.0,3.0
Requi Kiosk 7% 140,472,372.0,38.2,975.0,3.0
Requi Kiosk 7% 140,472,975.0,38.2,975.0,3.0
Requi Kiosk 7% 140,472,206.5,38.2,975.0,3.0
Requi Kiosk 7% 140,472,147.5,38.2,975.0,3.0
Requi Kiosk 7% 140,472,120.0,38.2,975.0,3.0
Requi Kiosk 7% 140,472,236.0,38.2,975.0,3.0
SüßeStückchen,472,108.0,30.76,108.0,1.8
"Wasser 0,25 L",472,119.0,15.25,338.8,0.7
1 Kanne Kaffee (Abholung),3303,130.0,23.46,130.0,6.5
"Cola 0,2 l",3303,114.0,6.67,142.5,2.7
"Cola 0,2 l",3303,142.5,6.67,142.5,2.7
"Dienstjubiläum (O-Saft, Sekt, Wasser)",3303,687.5,55.69,687.5,10.0
"Dienstjubiläum (O-Saft, Sekt, Wasser)",3303,285.0,55.69,687.5,10.0
"Dienstjubiläum (O-Saft, Sekt, Wasser)",3303,387.5,55.69,687.5,10.0
"Dienstjubiläum (O-Saft, Sekt, Wasser)",3303,257.5,55.69,687.5,10.0
Gästebewirtung Pauschale Conferencing Essen,3303,17737.5,2129.21,32250.0,10.0
Gästebewirtung Pauschale Conferencing Essen,3303,10117.5,2129.21,32250.0,10.0
Gästebewirtung Pauschale Conferencing Essen,3303,32250.0,2129.21,32250.0,10.0
Gästebewirtung Pauschale Conferencing Essen,3303,12577.5,2129.21,32250.0,10.0
Gästebewirtung Pauschale ME,3303,467.5,56.68,1275.0,8.5
Gästebewirtung Pauschale ME,3303,1275.0,56.68,1275.0,8.5
Gästebewirtung Pauschale ME,3303,255.0,56.68,1275.0,8.5
Gästebewirtung Pauschale ME,3303,306.0,56.68,1275.0,8.5
Gästebewirtung Pauschale ME,3303,442.0,56.68,1275.0,8.5
Gästebewirtung Pauschale ME,3303,187.0,56.68,1275.0,8.5
Gästebewirtung Pauschale ME,3303,297.5,56.68,1275.0,8.5
Gästebewirtung Pauschale ME,3303,272.0,56.68,1275.0,8.5
Kaffee und Wasser,3303,143.5,46.32,980.0,3.5
Kaffee und Wasser,3303,227.5,46.32,980.0,3.5
Kaffee und Wasser,3303,140.0,46.32,980.0,3.5
Kaffee und Wasser,3303,245.0,46.32,980.0,3.5
Kaffee und Wasser,3303,196.0,46.32,980.0,3.5
Kaffee und Wasser,3303,175.0,46.32,980.0,3.5
Kaffee und Wasser,3303,980.0,46.32,980.0,3.5
Kaffee und Wasser,3303,420.0,46.32,980.0,3.5
Kaffee und Wasser,3303,182.0,46.32,980.0,3.5
Kaffee und Wasser,3303,252.0,46.32,980.0,3.5
Kaffee und Wasser,3303,840.0,46.32,980.0,3.5
Kaffee und Wasser,3303,262.5,46.32,980.0,3.5
Kaffee und Wasser,3303,266.0,46.32,980.0,3.5
"Kaffee, Wasser, Softgetränke",3303,382.5,89.89,675.0,4.5
"Kaffee, Wasser, Softgetränke",3303,675.0,89.89,675.0,4.5
"Kaffee, Wasser, Softgetränke",3303,270.0,89.89,675.0,4.5
"Kaffee, Wasser, Softgetränke",3303,360.0,89.89,675.0,4.5
"Kaffee, Wasser, Softgetränke",3303,274.5,89.89,675.0,4.5
"Kaffee, Wasser, Softgetränke",3303,612.0,89.89,675.0,4.5
Kuchen ,3303,132.0,2.59,132.0,1.9
Laugengebäck ,3303,2640.0,683.1,2640.0,19.2
Laugenkonfekt 1 Stck.,3303,180.0,57.81,180.0,11.4
"Mineralwasser 0,75 l",3303,115.2,33.62,186.0,1.7
Wasser,3303,160.0,10.46,800.0,0.9
Wasser,3303,148.0,10.46,800.0,0.9
Wasser,3303,800.0,10.46,800.0,0.9
"Wasser, Softgetränke",3303,12600.0,553.16,12600.0,33.6
"Wasser, Softgetränke",3303,2100.0,553.16,12600.0,33.6
bmy TO GO,3303,149.5,48.11,149.5,29.9
frei Konf. 7% - 500300,3303,3960.0,393.96,5560.0,9.95
frei Konf. 7% - 500300,3303,4250.0,393.96,5560.0,9.95
frei Konf. 7% - 500300,3303,3366.0,393.96,5560.0,9.95
frei Konf. 7% - 500300,3303,5560.0,393.96,5560.0,9.95
5 Gang Menü,4411,5032.0,684.73,5624.0,148.0
5 Gang Menü,4411,2368.0,684.73,5624.0,148.0
5 Gang Menü,4411,2664.0,684.73,5624.0,148.0
5 Gang Menü,4411,2072.0,684.73,5624.0,148.0
5 Gang Menü,4411,2220.0,684.73,5624.0,148.0
5 Gang Menü,4411,2516.0,684.73,5624.0,148.0
5 Gang Menü,4411,5624.0,684.73,5624.0,148.0
5 Gang Menü,4411,3996.0,684.73,5624.0,148.0
6 Gang Menü,4411,1400.0,360.44,2450.0,175.0
6 Gang Menü,4411,2450.0,360.44,2450.0,175.0
7 Gang Menü,4411,7938.0,589.13,7938.0,189.0
7 Gang Menü,4411,4347.0,589.13,7938.0,189.0
Alkoholfreie Begleitung 5 Gang,4411,188.0,62.36,188.0,47.0
"Bollinger 0,1l",4411,192.5,42.72,192.5,17.5
"Bollinger 0,1l",4411,157.5,42.72,192.5,17.5
"Bollinger 0,1l",4411,140.0,42.72,192.5,17.5
"Bollinger Rosé 0,1l",4411,175.5,50.38,175.5,19.5
"Bollinger Rosé 0,1l",4411,156.0,50.38,175.5,19.5
"Coca Cola 0,2l",4411,185.0,4.35,185.0,0.45
Gin Tonic,4411,102.0,10.52,102.0,6.5
Gutschein,4411,1050.0,244.36,1050.0,50.0
Gutschein ,4411,1050.0,244.36,1050.0,50.0
"Medium 0,75l",4411,160.0,28.17,190.0,10.0
"Medium 0,75l",4411,140.0,28.17,190.0,10.0
"Medium 0,75l",4411,110.0,28.17,190.0,10.0
"Medium 0,75l",4411,120.0,28.17,190.0,10.0
"Medium 0,75l",4411,130.0,28.17,190.0,10.0
"Medium 0,75l",4411,190.0,28.17,190.0,10.0
"Naturell 0,75l",4411,130.0,24.29,130.0,10.0
"Naturell 0,75l",4411,120.0,24.29,130.0,10.0
"Naturell 0,75l",4411,110.0,24.29,130.0,10.0
Offener Preis Food,4411,4284.0,446.78,6431.0,1.6
Offener Preis Food,4411,1440.0,446.78,6431.0,1.6
Offener Preis Food,4411,1488.0,446.78,6431.0,1.6
Offener Preis Food,4411,6431.0,446.78,6431.0,1.6
Offener Preis Food,4411,2520.0,446.78,6431.0,1.6
Offener Preis Food,4411,2616.0,446.78,6431.0,1.6
Offener Preis Food,4411,3150.0,446.78,6431.0,1.6
Offener Preis Soft,4411,2812.0,411.86,2812.0,6.0
Offener Preis Spirituosen,4411,132.0,42.3,150.0,5.0
Offener Preis Spirituosen,4411,150.0,42.3,150.0,5.0
Offener Preis Wein,4411,2294.0,326.94,3726.0,9.0
Offener Preis Wein,4411,2208.0,326.94,3726.0,9.0
Offener Preis Wein,4411,3726.0,326.94,3726.0,9.0
Offener Preis Wein,4411,3528.0,326.94,3726.0,9.0
Offener Preis Wein,4411,1725.0,326.94,3726.0,9.0
Offener Preis Wein,4411,3648.0,326.94,3726.0,9.0
Offener Preis Wein,4411,1998.0,326.94,3726.0,9.0
"Radeberger 0,3l",4411,209.0,26.09,209.0,5.5
Royal Belgian Caviar,4411,225.0,62.16,225.0,35.0
Weinbegleitung 7 Gang,4411,654.0,207.92,654.0,109.0
1/2 bel Brötchen,1358,340.0,53.09,340.0,8.0
Alk. Getränke offen 140,1358,715.39,185.71,715.39,29.56
Baguette belegt,1358,112.5,2.83,112.5,1.45
Dessertvariationen,1358,225.0,60.42,225.0,20.0
Gemeinkosten offen 140,1358,192.3,29.75,1656.63,2.4
Gemeinkosten offen 140,1358,1656.63,29.75,1656.63,2.4
Gemeinkosten offen 140,1358,120.0,29.75,1656.63,2.4
Gemeinkosten offen 140,1358,132.0,29.75,1656.63,2.4
Gemeinkosten offen 140,1358,102.0,29.75,1656.63,2.4
Gemeinkosten offen 140,1358,249.67,29.75,1656.63,2.4
Gemeinkosten offen 140,1358,191.46,29.75,1656.63,2.4
Gemeinkosten offen 140,1358,119.13,29.75,1656.63,2.4
Getränke offen 140,1358,1440.0,259.25,1440.0,29.25
Grill1 Schnitzel / Pommes,1358,118.0,6.55,118.0,5.9
Küche offen 127,1358,148.5,2.31,148.5,0.12
Küche offen 140,1358,775.69,134.24,3314.15,2.9
Küche offen 140,1358,779.69,134.24,3314.15,2.9
Küche offen 140,1358,1424.73,134.24,3314.15,2.9
Küche offen 140,1358,1559.97,134.24,3314.15,2.9
Küche offen 140,1358,520.5,134.24,3314.15,2.9
Küche offen 140,1358,559.0,134.24,3314.15,2.9
Küche offen 140,1358,1136.75,134.24,3314.15,2.9
Küche offen 140,1358,3314.15,134.24,3314.15,2.9
Küche offen 140,1358,938.47,134.24,3314.15,2.9
Küche offen 140,1358,1100.78,134.24,3314.15,2.9
Küche offen 140,1358,433.3,134.24,3314.15,2.9
Küche offen 140,1358,557.1,134.24,3314.15,2.9
Küche offen 140,1358,500.36,134.24,3314.15,2.9
Küche offen 140,1358,568.82,134.24,3314.15,2.9
Küche offen 140,1358,1257.43,134.24,3314.15,2.9
Küche offen 140,1358,800.61,134.24,3314.15,2.9
Küche offen 140,1358,1660.88,134.24,3314.15,2.9
Küche offen 140,1358,850.4,134.24,3314.15,2.9
Küche offen 140,1358,813.34,134.24,3314.15,2.9
Küche offen 140,1358,1305.76,134.24,3314.15,2.9
Küche offen 140,1358,858.35,134.24,3314.15,2.9
Küche offen 140,1358,952.93,134.24,3314.15,2.9
Küche offen 140,1358,460.0,134.24,3314.15,2.9
Küche offen 140,1358,495.2,134.24,3314.15,2.9
Küche offen 140,1358,424.08,134.24,3314.15,2.9
Mineralwasser 250ml,1358,119.0,19.4,119.0,1.4
Mineralwasser 250ml,1358,100.8,19.4,119.0,1.4
Mini Franzbrötchen/Croissant,1358,387.0,38.35,387.0,6.45
Mini Franzbrötchen/Croissant,1358,180.6,38.35,387.0,6.45
Mini Franzbrötchen/Croissant,1358,129.0,38.35,387.0,6.45
"Mini Gebäck 1,50",1358,247.5,48.8,247.5,6.0
"Saft (1l) Schorle(0,3l)",1358,212.5,54.32,255.0,5.0
"Saft (1l) Schorle(0,3l)",1358,180.0,54.32,255.0,5.0
"Saft (1l) Schorle(0,3l)",1358,255.0,54.32,255.0,5.0
"Saft (1l) Schorle(0,3l)",1358,200.0,54.32,255.0,5.0
"Saft (1l) Schorle(0,3l)",1358,240.0,54.32,255.0,5.0
"Saft 0,2l",1358,120.0,1.09,120.0,0.45
"Autenrieder Mineralwasser 0,33",1433,240.0,70.46,1540.0,3.0
"Autenrieder Mineralwasser 0,33",1433,1540.0,70.46,1540.0,3.0
"Autenrieder Mineralwasser 0,33",1433,620.0,70.46,1540.0,3.0
"Autenrieder Mineralwasser 0,33",1433,580.0,70.46,1540.0,3.0
Bier,1433,132.0,4.7,432.0,2.0
Buffet,1433,2850.0,804.55,2850.0,30.0
Canape,1433,420.0,131.78,420.0,43.44
Fritz-Limo/Fritz-Spritz,1433,126.0,19.37,672.0,1.75
Fritz-Limo/Fritz-Spritz,1433,252.0,19.37,672.0,1.75
Fritz-Limo/Fritz-Spritz,1433,672.0,19.37,672.0,1.75
Fritz-Limo/Fritz-Spritz,1433,138.25,19.37,672.0,1.75
Fritz-Limo/Fritz-Spritz,1433,105.0,19.37,672.0,1.75
Fritz-Limo/Fritz-Spritz,1433,294.0,19.37,672.0,1.75
Fritz-Limo/Fritz-Spritz,1433,159.25,19.37,672.0,1.75
Fritz-Limo/Fritz-Spritz,1433,196.0,19.37,672.0,1.75
Fritz-Limo/Fritz-Spritz,1433,168.0,19.37,672.0,1.75
Fritz-Limo/Fritz-Spritz,1433,113.75,19.37,672.0,1.75
Fritz-Limo/Fritz-Spritz,1433,210.0,19.37,672.0,1.75
Fritz-Limo/Fritz-Spritz,1433,175.0,19.37,672.0,1.75
Konferenzmenü 2,1433,125.0,39.87,3990.0,4.5
Konferenzmenü 2,1433,238.0,39.87,3990.0,4.5
Konferenzmenü 2,1433,306.8,39.87,3990.0,4.5
Konferenzmenü 2,1433,3990.0,39.87,3990.0,4.5
"Leergut,Flasche/Dose,0.25EUR",1433,155.0,0.31,754.0,0.22
"Leergut,Flasche/Dose,0.25EUR",1433,385.0,0.31,754.0,0.22
"Leergut,Flasche/Dose,0.25EUR",1433,145.0,0.31,754.0,0.22
Nuii Australia,1433,336.0,7.84,336.0,2.4
Plunder Kon,1433,570.0,59.6,570.0,1.9
Plunder Kon,1433,342.0,59.6,570.0,1.9
Plundergebäck,1433,133.0,2.25,133.0,1.1
Plundergebäck,1433,121.6,2.25,133.0,1.1
Servicepauschale,1433,510.0,28.01,564.0,3.0
Tagessuppe,1433,111.0,0.95,133.8,0.3
Teinacher,1433,132.0,39.11,220.0,3.3
Teinacher,1433,220.0,39.11,220.0,3.3
Warme Seele mit Schinken und K,1433,125.0,2.8,125.0,2.5
Weißwürste mit Brezel,1433,180.0,3.67,180.0,3.0
Zuckerstick,1433,220.0,21.34,220.0,0.55
Zuckerstick,1433,110.0,21.34,220.0,0.55
extreme Erdbeer,1433,201.6,7.24,201.6,1.8
extreme Nuss,1433,201.6,6.34,201.6,1.8
"Milch, Liter",4082,1782.0,261.15,3510.0,2.0
"Milch, Liter",4082,2268.0,261.15,3510.0,2.0
"Milch, Liter",4082,1215.0,261.15,3510.0,2.0
"Milch, Liter",4082,1161.0,261.15,3510.0,2.0
"Milch, Liter",4082,1755.0,261.15,3510.0,2.0
"Milch, Liter",4082,1432.8,261.15,3510.0,2.0
"Milch, Liter",4082,835.8,261.15,3510.0,2.0
"Milch, Liter",4082,945.0,261.15,3510.0,2.0
"Milch, Liter",4082,3510.0,261.15,3510.0,2.0
"Milch, Liter",4082,1890.0,261.15,3510.0,2.0
"Milch, Liter",4082,1576.08,261.15,3510.0,2.0
"1/2 Brötchen 2,60",4082,104.0,29.78,104.0,2.6
"1/2 Brötchen1,90",4082,114.0,21.99,114.0,1.9
Bagel / Wrap,4082,230.4,62.98,230.4,14.4
Be healthy,4082,108.0,3.99,108.0,2.85
Broken Cookies,4082,320.0,26.86,320.0,4.8
"Food/ Speisen, offen",4082,1147.5,156.92,2050.0,0.85
"Food/ Speisen, offen",4082,1495.0,156.92,2050.0,0.85
"Food/ Speisen, offen",4082,1625.0,156.92,2050.0,0.85
"Food/ Speisen, offen",4082,652.5,156.92,2050.0,0.85
"Food/ Speisen, offen",4082,2050.0,156.92,2050.0,0.85
Hähnchen Sate Spieß,4082,196.0,46.34,196.0,12.25
International,4082,101.01,4.31,141.75,3.65
International,4082,141.75,4.31,141.75,3.65
Kuchen klein,4082,108.0,6.15,108.0,0.75
Muffin Gross,4082,660.0,88.98,660.0,6.6
National & Regional,4082,182.25,5.15,182.25,2.85
Obstsalat im Glas,4082,108.0,19.0,173.52,1.8
Saft Konferenz,4082,168.0,25.63,168.0,2.4
Saft Konferenz,4082,100.8,25.63,168.0,2.4
Saft Konferenz,4082,120.0,25.63,168.0,2.4
Saft Konferenz,4082,108.0,25.63,168.0,2.4
Service Preis offen,4082,960.0,192.01,960.0,7.8
"Smoothie, frisch",4082,105.6,2.07,105.6,1.9
Softdrink,4082,115.2,13.15,230.4,2.4
Softdrink,4082,230.4,13.15,230.4,2.4
"Speisen HV, offen",4082,325.0,4.33,530.04,0.02
"Speisen HV, offen",4082,187.5,4.33,530.04,0.02
"Speisen HV, offen",4082,395.5,4.33,530.04,0.02
"Speisen HV, offen",4082,289.7,4.33,530.04,0.02
"Speisen HV, offen",4082,530.04,4.33,530.04,0.02
"Speisen HV, offen",4082,250.5,4.33,530.04,0.02
"Speisen HV, offen",4082,150.0,4.33,530.04,0.02
"Speisen HV, offen",4082,233.1,4.33,530.04,0.02
"Speisen HV, offen",4082,174.9,4.33,530.04,0.02
"Tee, Packung 25,90  / 3,11 ",4082,1490.4,490.86,1490.4,6.22
"Warmvers., offen",4082,1859.0,527.1,1859.0,135.2
Wasser Konferenz,4082,292.8,93.43,4060.8,2.4
Wasser Konferenz,4082,463.2,93.43,4060.8,2.4
Wasser Konferenz,4082,288.0,93.43,4060.8,2.4
Wasser Konferenz,4082,4060.8,93.43,4060.8,2.4
Bagel Avocado,4426,160.5,46.75,160.5,10.7
Bagel mit Putenbrust,4426,155.15,44.14,155.15,5.35
Banana bread,4426,180.0,3.62,180.0,3.1
Brownie,4426,135.0,2.33,147.0,0.75
Brownie,4426,112.5,2.33,147.0,0.75
"Ca`Bolani Prosecco 0,75l",4426,172.55,48.35,172.55,8.56
Classic Breakfast,4426,813.6,235.04,813.6,71.19
Daily Bowl,4426,108.64,8.89,119.84,3.25
Daily Bowl,4426,119.84,8.89,119.84,3.25
Daily salad,4426,119.84,14.58,119.84,10.0
Dal Makhani,4426,588.5,124.5,588.5,8.5
Erdnusscrumble mit Himbeergel,4426,154.0,50.05,154.0,23.1
"Fl. Weißwein 0,75l",4426,234.0,35.14,234.0,26.0
Fruchtsalat,4426,116.25,1.73,116.25,1.3
Getränkepauschale,4426,10412.5,1525.52,10412.5,16.5
Getränkepauschale,4426,5105.1,1525.52,10412.5,16.5
Gulaschsuppe,4426,200.7,4.29,200.7,2.0
Hausstulle Pastrami,4426,146.25,42.24,146.25,5.85
Homemade Smoothie,4426,104.8,22.1,157.2,4.5
Homemade Smoothie,4426,157.2,22.1,157.2,4.5
JAMBO MEAT,4426,116.0,13.95,130.5,12.5
JAMBO MEAT,4426,130.5,13.95,130.5,12.5
Kaffeespezialitäten,4426,546.21,35.69,546.21,11.3
Longdrink,4426,110.0,11.94,110.0,10.0
Obstsalat im Glas,4426,173.52,19.0,173.52,1.8
Obstsalat im Glas,4426,120.5,19.0,173.52,1.8
Obstsalat im Glas,4426,139.78,19.0,173.52,1.8
Obstsalat im Glas,4426,106.04,19.0,173.52,1.8
Obstspieß,4426,300.0,46.75,300.0,5.35
Personal,4426,6664.0,746.85,6664.0,83.3
Salat Bowl,4426,128.4,6.48,128.4,1.06
"Sandwich 5,70",4426,153.9,5.8,153.9,5.7
Sandwich MEMOX,4426,329.56,65.97,342.4,4.28
Sandwich MEMOX,4426,235.4,65.97,342.4,4.28
Sandwich MEMOX,4426,256.8,65.97,342.4,4.28
Sandwich MEMOX,4426,342.4,65.97,342.4,4.28
Sandwich MEMOX,4426,214.0,65.97,342.4,4.28
Sandwich MEMOX,4426,201.16,65.97,342.4,4.28
"Tagesgericht 11,50",4426,103.5,11.63,103.5,11.5
"Tagesgericht 12,00",4426,120.0,12.56,120.0,12.0
"Tagesgericht 12,00",4426,108.0,12.56,120.0,12.0
"Tagesgericht 12,50",4426,312.5,12.76,312.5,12.5
"Tagesgericht 12,50",4426,112.5,12.76,312.5,12.5
"Tagesgericht 13,00",4426,585.75,13.38,585.75,13.0
"Tagesgericht 13,00",4426,169.0,13.38,585.75,13.0
"Tagesgericht 13,50",4426,175.5,13.71,202.5,13.5
"Tagesgericht 13,50",4426,202.5,13.71,202.5,13.5
"Tagesgericht 13,50",4426,108.0,13.71,202.5,13.5
"Tagesgericht 14,00",4426,410.88,14.98,410.88,14.0
"Tagesgericht 14,50",4426,174.0,15.09,174.0,14.5
"Tagesgericht 14,50",4426,101.5,15.09,174.0,14.5
"Tagesgericht 15,00",4426,120.0,15.32,120.0,15.0
"Tagesgericht 15,50",4426,341.0,16.83,341.0,15.5
Tagessuppe,4426,120.3,0.95,133.8,0.3
Tagessuppe,4426,133.8,0.95,133.8,0.3
"Tegernseer 0,33l",4426,150.12,7.67,150.12,1.5
"Vio Still 0,5",4426,144.0,1.97,144.0,1.3
"Weissburgunder Beck 0,75l",4426,247.52,78.59,247.52,17.12
Wrap Caesar Chicken,4426,208.8,56.7,208.8,13.92
Wraps Hummus,4426,155.15,37.94,155.15,5.35
Zugabe Soft,4426,104.72,20.79,216.58,2.38
Zugabe Soft,4426,119.0,20.79,216.58,2.38
Zugabe Soft,4426,168.98,20.79,216.58,2.38
Zugabe Soft,4426,128.52,20.79,216.58,2.38
Zugabe Soft,4426,159.46,20.79,216.58,2.38
Zugabe Soft,4426,126.14,20.79,216.58,2.38
Zugabe Soft,4426,107.1,20.79,216.58,2.38
Zugabe Soft,4426,135.66,20.79,216.58,2.38
Zugabe Soft,4426,109.48,20.79,216.58,2.38
Zugabe Soft,4426,166.6,20.79,216.58,2.38
Zugabe Soft,4426,185.64,20.79,216.58,2.38
Zugabe Soft,4426,123.76,20.79,216.58,2.38
Zugabe Soft,4426,216.58,20.79,216.58,2.38
Zugabe Soft,4426,111.86,20.79,216.58,2.38
Zugabe Soft,4426,130.9,20.79,216.58,2.38
Zugabe Soft,4426,116.62,20.79,216.58,2.38
Zugabe Soft,4426,173.74,20.79,216.58,2.38
Zugabe Soft,4426,133.28,20.79,216.58,2.38
MEMOX Lunch,4426,470.8,139.21,973.7,10.7
MEMOX Lunch,4426,535.0,139.21,973.7,10.7
MEMOX Lunch,4426,759.7,139.21,973.7,10.7
MEMOX Lunch,4426,577.8,139.21,973.7,10.7
MEMOX Lunch,4426,716.9,139.21,973.7,10.7
MEMOX Lunch,4426,567.1,139.21,973.7,10.7
MEMOX Lunch,4426,481.5,139.21,973.7,10.7
MEMOX Lunch,4426,599.2,139.21,973.7,10.7
MEMOX Lunch,4426,609.9,139.21,973.7,10.7
MEMOX Lunch,4426,492.2,139.21,973.7,10.7
MEMOX Lunch,4426,449.4,139.21,973.7,10.7
MEMOX Lunch,4426,834.6,139.21,973.7,10.7
MEMOX Lunch,4426,556.4,139.21,973.7,10.7
MEMOX Lunch,4426,973.7,139.21,973.7,10.7
MEMOX Lunch,4426,502.9,139.21,973.7,10.7
MEMOX Lunch,4426,588.5,139.21,973.7,10.7
MEMOX Lunch,4426,524.3,139.21,973.7,10.7
MEMOX Lunch,4426,781.1,139.21,973.7,10.7
Menü 1,1142,165.0,4.5,1132.4,0.2
Menü 1,1142,122.4,4.5,1132.4,0.2
Menü 1,1142,100.8,4.5,1132.4,0.2
Menü 1,1142,135.0,4.5,1132.4,0.2
Menü 1,1142,205.2,4.5,1132.4,0.2
Menü 1,1142,102.6,4.5,1132.4,0.2
Menü 1,1142,390.0,4.5,1132.4,0.2
Menü 1,1142,150.0,4.5,1132.4,0.2
Menü 1,1142,105.0,4.5,1132.4,0.2
Menü 1,1142,117.6,4.5,1132.4,0.2
Menü 1,1544,102.9,4.5,1132.4,0.2
Menü 1,1477,136.8,4.5,1132.4,0.2
Menü 1,373,224.2,4.5,1132.4,0.2
Menü 1,373,1132.4,4.5,1132.4,0.2
Menü 1,922,131.6,4.5,1132.4,0.2
Menü 1,1544,127.4,4.5,1132.4,0.2
Menü 1,373,586.5,4.5,1132.4,0.2
Menü 1,1477,205.2,4.5,1132.4,0.2
Menü 1,1402,162.4,4.5,1132.4,0.2
Menü 1,1402,336.0,4.5,1132.4,0.2
Menü 1,1402,316.8,4.5,1132.4,0.2
Menü 1,922,122.2,4.5,1132.4,0.2
Frühstück offener Betrag,1317,142.5,2.91,142.5,0.2
Kuchen,425,125.0,2.91,580.0,0.2
Kuchen,425,150.0,2.91,580.0,0.2
Kuchen,1500,105.0,2.91,580.0,0.2
Kuchen,1500,192.5,2.91,580.0,0.2
Kuchen,1438,112.5,2.91,580.0,0.2
Kuchen,1500,210.0,2.91,580.0,0.2
Kuchen,1063,120.0,2.91,580.0,0.2
Kuchen,998,108.0,2.91,580.0,0.2
Kuchen,998,104.0,2.91,580.0,0.2
Offener Preis Etage,896,167.99,24.69,400.0,0.2
Offener Preis Etage,896,151.94,24.69,400.0,0.2
Offener Preis Etage,896,302.0,24.69,400.0,0.2
Offener Preis Etage,896,130.54,24.69,400.0,0.2
Offener Preis Etage,896,152.48,24.69,400.0,0.2
Offener Preis Etage,896,153.55,24.69,400.0,0.2
Offener Preis Etage,896,165.32,24.69,400.0,0.2
Offener Preis Etage,896,100.58,24.69,400.0,0.2
Offener Preis Etage,896,197.42,24.69,400.0,0.2
Offener Preis Etage,896,400.0,24.69,400.0,0.2
Obst,472,107.25,1.84,1820.0,0.2
Obst,472,181.61,1.84,1820.0,0.2
Obst,472,150.15,1.84,1820.0,0.2
Obst,1498,702.0,1.84,1820.0,0.2
Obst,1498,1820.0,1.84,1820.0,0.2
Obst,1498,1787.5,1.84,1820.0,0.2
Obst,1433,160.0,1.84,1820.0,0.2
Obst,472,135.85,1.84,1820.0,0.2
Frühstück Div.,1179,156.0,5.73,156.0,0.2
Hauptgericht 1,3718,2929.5,5.47,2929.5,0.2
Hauptgericht 1,180,125.4,5.47,2929.5,0.2
Hauptgericht 1,1459,538.2,5.47,2929.5,0.2
Küche Außer Haus 7%,565,162.0,7.73,1300.0,0.2
Küche Außer Haus 7%,565,1300.0,7.73,1300.0,0.2
Küche Außer Haus 7%,565,400.0,7.73,1300.0,0.2
Küche Außer Haus 7%,565,304.3,7.73,1300.0,0.2
Küche Außer Haus 7%,565,170.0,7.73,1300.0,0.2
Küche Außer Haus 7%,565,111.7,7.73,1300.0,0.2
Küche Außer Haus 7%,565,750.0,7.73,1300.0,0.2
RR Coca-Cola Auto RR 160,3346,103.6,34.03,175.0,0.2
RR Coca-Cola Auto RR 160,3346,121.4,34.03,175.0,0.2
RR Coca-Cola Auto RR 160,3346,104.3,34.03,175.0,0.2
RR Coca-Cola Auto RR 160,3346,175.0,34.03,175.0,0.2
Snacks,1510,165.6,5.77,165.6,0.2
Snacks,1510,120.0,5.77,165.6,0.2
Sonderveranstaltung Lebensmitt,1553,550.0,156.02,700.0,0.2
Sonderveranstaltung Lebensmitt,1553,700.0,156.02,700.0,0.2
Tagesaktion,1426,270.69,6.2,270.69,0.2
ZV Divers,1268,108.0,5.92,488.0,0.2
ZV Divers,1268,488.0,5.92,488.0,0.2
"ZV, offen",1260,273.0,1.28,273.0,0.2
Zusätzliches Menü,7175,123.0,5.62,162.0,0.2
Zusätzliches Menü,7175,126.0,5.62,162.0,0.2
Zusätzliches Menü,7175,129.0,5.62,162.0,0.2
Zusätzliches Menü,7175,111.0,5.62,162.0,0.2
Zusätzliches Menü,7175,147.0,5.62,162.0,0.2
Zusätzliches Menü,7175,162.0,5.62,162.0,0.2
Zwischenverpflegung,1501,310.0,6.03,1272.0,0.2
Zwischenverpflegung,1501,149.0,6.03,1272.0,0.2
Zwischenverpflegung,1501,172.0,6.03,1272.0,0.2
Zwischenverpflegung,1501,1272.0,6.03,1272.0,0.2
sonstiges Frühstück,1112,104.0,3.73,117.65,0.2
sonstiges Frühstück,1112,117.65,3.73,117.65,0.2
Beilagensalat,4426,112.0,1.24,120.0,0.1
Beilagensalat,1433,120.0,1.24,120.0,0.1
Brötchen belegt,1549,192.0,1.55,192.0,0.1
Brötchen belegt,1803,168.0,1.55,192.0,0.1
Dessert,3260,114.0,1.0,114.0,0.1
Div. Küche,1034,320.0,2.39,320.0,0.1
Diverse LBM,373,158.8,6.32,164.17,0.1
Diverse LBM,373,164.17,6.32,164.17,0.1
Diverse LBM,373,118.37,6.32,164.17,0.1
Freie Preiseingabe Kaltgetränk,1370,114.0,31.23,240.0,0.1
