detail_name,outlet,selling_price,avg_selling_price,max_selling_price,min_selling_price
Freie Preiseingabe Kaltgetränk,1370,102.6,31.23,240.0,0.1
Freie Preiseingabe Kaltgetränk,1370,240.0,31.23,240.0,0.1
Freie Preiseingabe Kaltgetränk,1370,195.7,31.23,240.0,0.1
Freie Preiseingabe Kaltgetränk,1370,200.0,31.23,240.0,0.1
Freie Preiseingabe Kaltgetränk,1370,136.8,31.23,240.0,0.1
Gericht variabel,1224,116.2,4.73,116.2,0.1
Küche,1402,176.0,9.16,1212.8,0.1
Küche,1402,104.0,9.16,1212.8,0.1
"Küche, Offen",4081,153.14,4.81,153.14,0.1
"Küche, offen",1260,247.2,19.04,247.2,0.1
Mittag offen,72,205.0,3.45,205.0,0.1
Snacks frei,422,105.0,2.69,105.0,0.1
Sonderveranstaltung Getränke o,1553,180.0,50.44,210.0,0.1
Sonderveranstaltung Getränke o,1553,210.0,50.44,210.0,0.1
Sonstiges 7 %,3536,5987.2,5.86,5987.2,0.1
Sonstiges 7 %,3536,522.4,5.86,5987.2,0.1
Variabel Mittag,1504,140.0,2.73,140.0,0.1
ZV Frei,3231,120.0,1.67,174.8,0.1
ZV Frei,3231,119.2,1.67,174.8,0.1
ZV Frei,3231,174.8,1.67,174.8,0.1
Menü Divers,3303,100.8,5.72,382.6,0.1
Menü Divers,3303,119.6,5.72,382.6,0.1
Menü Divers,3303,110.5,5.72,382.6,0.1
Menü Divers,3303,119.45,5.72,382.6,0.1
Menü Divers,3303,339.05,5.72,382.6,0.1
Menü Divers,3303,109.6,5.72,382.6,0.1
Menü Divers,3303,382.6,5.72,382.6,0.1
Menü Divers,3303,170.5,5.72,382.6,0.1
Menü Divers,3303,370.5,5.72,382.6,0.1
Menü Divers,3303,123.84,5.72,382.6,0.1
Menü Divers,3303,126.0,5.72,382.6,0.1
Trinkgeld,4411,800.0,81.34,1420.0,0.1
Trinkgeld,4411,1420.0,81.34,1420.0,0.1
Trinkgeld,4411,1300.0,81.34,1420.0,0.1
Trinkgeld,4411,254.0,81.34,1420.0,0.1
Trinkgeld,4411,294.5,81.34,1420.0,0.1
Trinkgeld,4411,300.0,81.34,1420.0,0.1
Trinkgeld,4411,600.0,81.34,1420.0,0.1
Trinkgeld,4411,723.2,81.34,1420.0,0.1
Trinkgeld,4411,650.0,81.34,1420.0,0.1
Trinkgeld,4411,850.0,81.34,1420.0,0.1
Trinkgeld,4411,250.0,81.34,1420.0,0.1
Trinkgeld,4411,247.0,81.34,1420.0,0.1
Trinkgeld,4411,260.0,81.34,1420.0,0.1
Trinkgeld,4411,618.38,81.34,1420.0,0.1
Trinkgeld,4411,350.0,81.34,1420.0,0.1
Kaffee,1112,104.0,1.49,215.0,0.1
Kaffee,134,108.0,1.49,215.0,0.1
Kaffee,1526,110.0,1.49,215.0,0.1
Kaffee,1526,140.0,1.49,215.0,0.1
Kaffee,1526,100.5,1.49,215.0,0.1
Kaffee,1526,105.0,1.49,215.0,0.1
Kaffee,1112,110.25,1.49,215.0,0.1
Kaffee,1112,126.9,1.49,215.0,0.1
Kaffee,1112,103.0,1.49,215.0,0.1
Kaffee,1112,119.8,1.49,215.0,0.1
Kaffee,1112,117.9,1.49,215.0,0.1
Kaffee,1112,106.2,1.49,215.0,0.1
Kaffee,1112,112.95,1.49,215.0,0.1
Kaffee,134,117.0,1.49,215.0,0.1
Kaffee,303,215.0,1.49,215.0,0.1
Getränke offen,2103,674.2,9.15,977.0,0.1
Getränke offen,125,244.2,9.15,977.0,0.1
Getränke offen,125,116.5,9.15,977.0,0.1
Getränke offen,5350,450.0,9.15,977.0,0.1
Getränke offen,4082,192.0,9.15,977.0,0.1
Getränke offen,182,134.4,9.15,977.0,0.1
Getränke offen,5350,459.0,9.15,977.0,0.1
Getränke offen,5350,977.0,9.15,977.0,0.1
Getränke offen,4082,288.0,9.15,977.0,0.1
Getränke offen,4082,125.0,9.15,977.0,0.1
Getränke offen,4082,144.0,9.15,977.0,0.1
Getränke offen,4082,105.0,9.15,977.0,0.1
Getränke offen,4082,760.0,9.15,977.0,0.1
Getränke offen,125,313.5,9.15,977.0,0.1
Getränke offen,182,115.2,9.15,977.0,0.1
Getränke offen,1867,116.0,9.15,977.0,0.1
Getränke offen,1867,141.0,9.15,977.0,0.1
Getränke offen,1867,322.8,9.15,977.0,0.1
Getränke offen,1867,669.6,9.15,977.0,0.1
Getränke offen,1867,126.4,9.15,977.0,0.1
Getränke offen,1867,241.2,9.15,977.0,0.1
Getränke offen,1867,331.5,9.15,977.0,0.1
Getränke offen,1867,270.0,9.15,977.0,0.1
Speisen offen,1867,274.5,70.83,2800.0,0.1
Speisen offen,1867,663.0,70.83,2800.0,0.1
Speisen offen,1867,337.0,70.83,2800.0,0.1
Speisen offen,1867,351.0,70.83,2800.0,0.1
Speisen offen,1867,261.3,70.83,2800.0,0.1
Speisen offen,1867,1440.0,70.83,2800.0,0.1
Speisen offen,1867,1320.0,70.83,2800.0,0.1
Speisen offen,1867,850.0,70.83,2800.0,0.1
Speisen offen,1867,410.0,70.83,2800.0,0.1
Speisen offen,1867,270.0,70.83,2800.0,0.1
Speisen offen,1867,280.0,70.83,2800.0,0.1
Speisen offen,1867,257.25,70.83,2800.0,0.1
Speisen offen,1867,2800.0,70.83,2800.0,0.1
Speisen offen,1867,377.0,70.83,2800.0,0.1
Speisen offen,1867,376.0,70.83,2800.0,0.1
Speisen offen,1867,230.0,70.83,2800.0,0.1
Speisen offen,1867,2030.0,70.83,2800.0,0.1
Speisen offen,1867,390.0,70.83,2800.0,0.1
Speisen offen,1867,826.0,70.83,2800.0,0.1
Speisen offen,1867,725.0,70.83,2800.0,0.1
Speisen offen,1867,522.0,70.83,2800.0,0.1
Speisen offen,1867,475.0,70.83,2800.0,0.1
Speisen offen,1867,380.0,70.83,2800.0,0.1
Speisen offen,1867,532.0,70.83,2800.0,0.1
Speisen offen,1867,405.0,70.83,2800.0,0.1
Speisen offen,1867,1122.88,70.83,2800.0,0.1
Speisen offen,1867,312.0,70.83,2800.0,0.1
Speisen offen,1867,585.0,70.83,2800.0,0.1
Speisen offen,1867,234.0,70.83,2800.0,0.1
Speisen offen,2103,350.0,70.83,2800.0,0.1
Speisen offen,5350,445.8,70.83,2800.0,0.1
Speisen offen,2103,335.0,70.83,2800.0,0.1
Speisen offen,4426,698.43,70.83,2800.0,0.1
Speisen offen,1858,348.0,70.83,2800.0,0.1
Speisen offen,4426,651.84,70.83,2800.0,0.1
Speisen offen,4426,427.14,70.83,2800.0,0.1
Speisen offen,989,316.0,70.83,2800.0,0.1
Speisen offen,1173,240.0,70.83,2800.0,0.1
Kanne Kaffee,889,107.25,34.27,15160.1,1.0
Kanne Kaffee,1500,375.0,34.27,15160.1,1.0
Kanne Kaffee,1433,187.0,34.27,15160.1,1.0
Kanne Kaffee,72,173.8,34.27,15160.1,1.0
Kanne Kaffee,72,126.4,34.27,15160.1,1.0
Kanne Kaffee,72,118.5,34.27,15160.1,1.0
Kanne Kaffee,72,213.3,34.27,15160.1,1.0
Kanne Kaffee,72,150.1,34.27,15160.1,1.0
Kanne Kaffee,72,15160.1,34.27,15160.1,1.0
Kanne Kaffee,72,189.6,34.27,15160.1,1.0
Kanne Kaffee,1550,184.8,34.27,15160.1,1.0
Kanne Kaffee,1497,136.0,34.27,15160.1,1.0
Kanne Kaffee,1550,198.0,34.27,15160.1,1.0
Kanne Kaffee,1549,156.0,34.27,15160.1,1.0
Kanne Kaffee,4079,116.2,34.27,15160.1,1.0
Kanne Kaffee,1550,158.4,34.27,15160.1,1.0
Kanne Kaffee,4045,504.0,34.27,15160.1,1.0
Kanne Kaffee,1196,109.2,34.27,15160.1,1.0
Kanne Kaffee,1250,150.0,34.27,15160.1,1.0
Kanne Kaffee,1433,127.5,34.27,15160.1,1.0
Kanne Kaffee,1196,182.0,34.27,15160.1,1.0
Kanne Kaffee,1433,382.5,34.27,15160.1,1.0
Kanne Kaffee,1497,170.0,34.27,15160.1,1.0
Kanne Kaffee,1433,153.0,34.27,15160.1,1.0
Kanne Kaffee,1229,150.0,34.27,15160.1,1.0
Kanne Kaffee,1229,120.0,34.27,15160.1,1.0
Kanne Kaffee,1229,127.5,34.27,15160.1,1.0
Kanne Kaffee,1229,135.0,34.27,15160.1,1.0
Kanne Kaffee,1229,105.0,34.27,15160.1,1.0
Kanne Kaffee,1229,255.0,34.27,15160.1,1.0
Kanne Kaffee,1229,157.5,34.27,15160.1,1.0
Kanne Kaffee,1229,180.0,34.27,15160.1,1.0
Kanne Kaffee,1229,240.0,34.27,15160.1,1.0
Kanne Kaffee,1229,112.5,34.27,15160.1,1.0
Kanne Kaffee,560,270.75,34.27,15160.1,1.0
Kanne Kaffee,560,433.2,34.27,15160.1,1.0
Kanne Kaffee,560,389.88,34.27,15160.1,1.0
Kanne Kaffee,560,173.28,34.27,15160.1,1.0
Kanne Kaffee,560,129.96,34.27,15160.1,1.0
Kanne Kaffee,560,108.3,34.27,15160.1,1.0
Kanne Kaffee,560,866.4,34.27,15160.1,1.0
Kanne Kaffee,560,216.6,34.27,15160.1,1.0
Kanne Kaffee,560,249.09,34.27,15160.1,1.0
Kanne Kaffee,560,151.62,34.27,15160.1,1.0
Kanne Kaffee,560,552.33,34.27,15160.1,1.0
Kanne Kaffee,1179,140.8,34.27,15160.1,1.0
Kanne Kaffee,1179,105.6,34.27,15160.1,1.0
Kanne Kaffee,1179,132.0,34.27,15160.1,1.0
Kanne Kaffee,1179,220.0,34.27,15160.1,1.0
Kanne Kaffee,1179,114.4,34.27,15160.1,1.0
Kanne Kaffee,1179,158.4,34.27,15160.1,1.0
Kanne Kaffee,1179,176.0,34.27,15160.1,1.0
Kanne Kaffee,1179,255.2,34.27,15160.1,1.0
Kanne Kaffee,1179,299.2,34.27,15160.1,1.0
Kanne Kaffee,1179,123.2,34.27,15160.1,1.0
Kanne Kaffee,1179,202.4,34.27,15160.1,1.0
Kanne Kaffee,1179,167.2,34.27,15160.1,1.0
Kanne Kaffee,1179,281.6,34.27,15160.1,1.0
Kanne Kaffee,1179,228.8,34.27,15160.1,1.0
Kanne Kaffee,1179,308.0,34.27,15160.1,1.0
Kanne Kaffee,1179,440.0,34.27,15160.1,1.0
Kanne Kaffee,1179,184.8,34.27,15160.1,1.0
Kanne Kaffee,1179,144.0,34.27,15160.1,1.0
Kanne Kaffee,1179,120.0,34.27,15160.1,1.0
Kanne Kaffee,1179,168.0,34.27,15160.1,1.0
Kanne Kaffee,1179,104.0,34.27,15160.1,1.0
Kanne Kaffee,1179,128.0,34.27,15160.1,1.0
Kanne Kaffee,1179,112.0,34.27,15160.1,1.0
Kanne Kaffee,1179,136.0,34.27,15160.1,1.0
Tourbecher,2103,274.0,2.27,1390.0,1.0
Tourbecher,2103,1028.0,2.27,1390.0,1.0
Tourbecher,2103,180.0,2.27,1390.0,1.0
Tourbecher,2103,940.0,2.27,1390.0,1.0
Tourbecher,2103,1320.0,2.27,1390.0,1.0
Tourbecher,2103,584.0,2.27,1390.0,1.0
Tourbecher,2103,428.0,2.27,1390.0,1.0
Tourbecher,2103,218.0,2.27,1390.0,1.0
Tourbecher,2103,122.0,2.27,1390.0,1.0
Tourbecher,2103,1390.0,2.27,1390.0,1.0
Tourbecher,2103,578.0,2.27,1390.0,1.0
Tourbecher,2103,1040.0,2.27,1390.0,1.0
Tourbecher,2103,1168.0,2.27,1390.0,1.0
Tourbecher,2103,536.0,2.27,1390.0,1.0
Tourbecher,2103,302.0,2.27,1390.0,1.0
Tourbecher,2103,124.0,2.27,1390.0,1.0
Tourbecher,2103,134.0,2.27,1390.0,1.0
Tourbecher,2103,472.0,2.27,1390.0,1.0
Tourbecher,2103,438.0,2.27,1390.0,1.0
Tourbecher,2103,370.0,2.27,1390.0,1.0
Tourbecher,2103,1050.0,2.27,1390.0,1.0
Tourbecher,5350,200.0,2.27,1390.0,1.0
Sonstige Konferenz,1510,345.0,67.16,845.0,1.0
Sonstige Konferenz,1510,250.6,67.16,845.0,1.0
Sonstige Konferenz,1510,400.0,67.16,845.0,1.0
Sonstige Konferenz,1510,216.0,67.16,845.0,1.0
Sonstige Konferenz,1510,486.5,67.16,845.0,1.0
Sonstige Konferenz,1510,845.0,67.16,845.0,1.0
Sonstige Konferenz,1510,358.2,67.16,845.0,1.0
Sonstige Konferenz,1510,267.0,67.16,845.0,1.0
Sonstige Konferenz,1510,343.0,67.16,845.0,1.0
Fleisch / Fisch OFFEN,1467,264.0,33.1,544.0,1.0
Fleisch / Fisch OFFEN,1467,121.0,33.1,544.0,1.0
Fleisch / Fisch OFFEN,1467,123.75,33.1,544.0,1.0
Fleisch / Fisch OFFEN,1467,198.0,33.1,544.0,1.0
Fleisch / Fisch OFFEN,1467,153.6,33.1,544.0,1.0
Fleisch / Fisch OFFEN,1467,180.0,33.1,544.0,1.0
Fleisch / Fisch OFFEN,1467,210.0,33.1,544.0,1.0
Fleisch / Fisch OFFEN,1467,544.0,33.1,544.0,1.0
1/2 Fleischsalat,1501,108.0,1.56,108.0,1.0
1/2 Salami,1501,180.0,3.13,270.0,1.0
1/2 Salami,1501,270.0,3.13,270.0,1.0
Beilagen Salat,518,104.0,1.76,136.0,1.0
Beilagen Salat,518,136.0,1.76,136.0,1.0
"Bier 0,33l",1358,441.6,21.51,846.0,1.0
"Bier 0,33l",1433,846.0,21.51,846.0,1.0
"Bier 0,33l",1438,132.6,21.51,846.0,1.0
"Bier 0,33l",923,129.6,21.51,846.0,1.0
Big Sandwich,3435,380.8,2.29,380.8,1.0
Big Sandwich,473,117.3,2.29,380.8,1.0
"Breitentag Getränk 0,5l 1,00 ",1514,314.0,54.67,314.0,1.0
"Brötchen Körner 1,00",3718,135.0,3.97,135.0,1.0
Brötchen belegt doppelt,3231,120.0,1.44,120.0,1.0
Caretta,3435,208.0,2.32,208.0,1.0
"Coca-Cola Pet 0,5l",762,108.0,1.21,108.0,1.0
Granini Saft 200ml,1472,100.28,5.79,111.18,1.0
Granini Saft 200ml,1472,111.18,5.79,111.18,1.0
"Granini Säfte 0,2l",1549,105.0,3.64,105.0,1.0
HV divers,3260,216.0,11.42,216.0,1.0
KR Kaltgetränke offen,252,342.72,10.78,349.86,1.0
KR Kaltgetränke offen,252,349.86,10.78,349.86,1.0
KR Kaltgetränke offen,252,299.88,10.78,349.86,1.0
KR Kaltgetränke offen,252,312.73,10.78,349.86,1.0
Matschbrötchen,1499,110.0,1.51,110.0,1.0
"Mineralwasser 0,25L",989,104.0,16.8,104.0,1.0
Riesenhappen,374,192.0,1.72,192.0,1.0
Rosensemmel belegt,1861,145.0,2.65,145.0,1.0
Snack Automat Notaufnahme 19%,7175,141.0,28.76,141.0,1.0
Snacking i.H. offen,125,365.65,8.32,483.0,1.0
Snacking i.H. offen,125,181.6,8.32,483.0,1.0
Snacking i.H. offen,125,112.5,8.32,483.0,1.0
Snacking i.H. offen,125,483.0,8.32,483.0,1.0
Snacking i.H. offen,125,110.9,8.32,483.0,1.0
Sonderdessert,889,486.0,1.16,486.0,1.0
Torte,889,450.0,5.26,450.0,1.0
Tourbecher - Kauf,2103,150.0,6.92,2456.0,1.0
Tourbecher - Kauf,2103,2456.0,6.92,2456.0,1.0
Tourbecher - Kauf,2103,152.0,6.92,2456.0,1.0
Weißwurst ,1312,140.8,3.22,140.8,1.0
ZV Snack offen,1472,1174.75,121.54,1174.75,1.0
 Kaffee Weisser,76,306.0,90.78,423.0,9.0
 Kaffee Weisser,76,387.0,90.78,423.0,9.0
 Kaffee Weisser,76,423.0,90.78,423.0,9.0
 Kaffee Weisser,76,351.0,90.78,423.0,9.0
 Kaffee Weisser,76,297.0,90.78,423.0,9.0
Kaffee Weisser,76,306.0,90.78,423.0,9.0
Kaffee Weisser,76,387.0,90.78,423.0,9.0
Kaffee Weisser,76,423.0,90.78,423.0,9.0
Kaffee Weisser,76,351.0,90.78,423.0,9.0
Kaffee Weisser,76,297.0,90.78,423.0,9.0
"Kaffee,Kanne ",76,369.0,48.63,405.0,9.0
"Kaffee,Kanne ",76,207.0,48.63,405.0,9.0
"Kaffee,Kanne ",76,270.0,48.63,405.0,9.0
"Kaffee,Kanne ",76,396.0,48.63,405.0,9.0
"Kaffee,Kanne ",76,405.0,48.63,405.0,9.0
"Kaffee,Kanne ",76,216.0,48.63,405.0,9.0
"Kaffee,Kanne ",76,243.0,48.63,405.0,9.0
"Kaffee,Kanne ",76,189.0,48.63,405.0,9.0
"Kaffee,Kanne ",76,180.0,48.63,405.0,9.0
"Kaffee,Kanne ",76,261.0,48.63,405.0,9.0
"Kaffee,Kanne ",76,162.0,48.63,405.0,9.0
"Kaffee,Kanne ",76,198.0,48.63,405.0,9.0
"Kaffee,Kanne ",76,288.0,48.63,405.0,9.0
"Kaffee,Kanne",76,162.0,48.63,405.0,9.0
"Kaffee,Kanne",76,405.0,48.63,405.0,9.0
"Kaffee,Kanne",76,369.0,48.63,405.0,9.0
"Kaffee,Kanne",76,198.0,48.63,405.0,9.0
"Kaffee,Kanne",76,396.0,48.63,405.0,9.0
"Kaffee,Kanne",76,216.0,48.63,405.0,9.0
"Kaffee,Kanne",76,180.0,48.63,405.0,9.0
"Kaffee,Kanne",76,288.0,48.63,405.0,9.0
"Kaffee,Kanne",76,189.0,48.63,405.0,9.0
"Kaffee,Kanne",76,243.0,48.63,405.0,9.0
"Kaffee,Kanne",76,261.0,48.63,405.0,9.0
"Kaffee,Kanne",76,270.0,48.63,405.0,9.0
"Kaffee,Kanne",76,207.0,48.63,405.0,9.0
Getränke,76,103.25,17.45,430.5,0.1
Getränke,76,117.25,17.45,430.5,0.1
Getränke,76,110.25,17.45,430.5,0.1
Getränke,76,316.75,17.45,430.5,0.1
Getränke,76,108.5,17.45,430.5,0.1
Getränke,76,106.75,17.45,430.5,0.1
Getränke,76,105.0,17.45,430.5,0.1
Getränke,76,101.5,17.45,430.5,0.1
Getränke,76,313.25,17.45,430.5,0.1
Getränke,76,122.5,17.45,430.5,0.1
Getränke,76,176.75,17.45,430.5,0.1
Getränke,76,113.75,17.45,430.5,0.1
Getränke,76,262.5,17.45,430.5,0.1
Getränke,76,306.25,17.45,430.5,0.1
Getränke,76,241.5,17.45,430.5,0.1
Getränke,76,124.25,17.45,430.5,0.1
Getränke,76,148.75,17.45,430.5,0.1
Getränke,76,119.0,17.45,430.5,0.1
Getränke,76,210.0,17.45,430.5,0.1
Getränke,76,120.75,17.45,430.5,0.1
Getränke,76,182.0,17.45,430.5,0.1
Getränke,76,218.75,17.45,430.5,0.1
Getränke,76,187.25,17.45,430.5,0.1
Getränke,76,126.0,17.45,430.5,0.1
Getränke,76,211.75,17.45,430.5,0.1
Getränke,76,260.75,17.45,430.5,0.1
Getränke,76,154.0,17.45,430.5,0.1
Getränke,76,430.5,17.45,430.5,0.1
Getränke,76,150.5,17.45,430.5,0.1
Menü 1 extern,76,162.5,33.13,500.0,12.5
Menü 1 extern,76,112.5,33.13,500.0,12.5
Menü 1 extern,76,125.0,33.13,500.0,12.5
Menü 1 extern,76,237.5,33.13,500.0,12.5
Menü 1 extern,76,187.5,33.13,500.0,12.5
Menü 1 extern,76,175.0,33.13,500.0,12.5
Menü 1 extern,76,200.0,33.13,500.0,12.5
Menü 1 extern,76,500.0,33.13,500.0,12.5
Menü 1 extern,76,137.5,33.13,500.0,12.5
Menü 1 extern,76,250.0,33.13,500.0,12.5
Menü 1 intern,76,500.0,80.95,525.0,12.5
Menü 1 intern,76,525.0,80.95,525.0,12.5
Pizza Pasta Menü-Counter,76,137.5,35.05,275.0,12.5
Pizza Pasta Menü-Counter,76,162.5,35.05,275.0,12.5
Pizza Pasta Menü-Counter,76,112.5,35.05,275.0,12.5
Pizza Pasta Menü-Counter,76,150.0,35.05,275.0,12.5
Pizza Pasta Menü-Counter,76,187.5,35.05,275.0,12.5
Pizza Pasta Menü-Counter,76,125.0,35.05,275.0,12.5
Pizza Pasta Menü-Counter,76,225.0,35.05,275.0,12.5
Pizza Pasta Menü-Counter,76,200.0,35.05,275.0,12.5
Pizza Pasta Menü-Counter,76,275.0,35.05,275.0,12.5
Pizza Pasta Menü-Counter inter,76,225.0,41.3,225.0,12.5
Pizza Pasta Menü-Counter intern,76,225.0,41.3,225.0,12.5
Salatbuffet extern,76,187.5,31.85,187.5,12.5
Menü 2 intern,76,693.0,172.53,1617.0,16.5
Menü 2 intern,76,709.5,172.53,1617.0,16.5
Menü 2 intern,76,1617.0,172.53,1617.0,16.5
Menü 2 intern,76,1320.0,172.53,1617.0,16.5
Menü 2 extern,76,214.5,61.03,742.5,16.5
Menü 2 extern,76,231.0,61.03,742.5,16.5
Menü 2 extern,76,297.0,61.03,742.5,16.5
Menü 2 extern,76,264.0,61.03,742.5,16.5
Menü 2 extern,76,247.5,61.03,742.5,16.5
Menü 2 extern,76,445.5,61.03,742.5,16.5
Menü 2 extern,76,396.0,61.03,742.5,16.5
Menü 2 extern,76,346.5,61.03,742.5,16.5
Menü 2 extern,76,330.0,61.03,742.5,16.5
Menü 2 extern,76,544.5,61.03,742.5,16.5
Menü 2 extern,76,198.0,61.03,742.5,16.5
Menü 2 extern,76,280.5,61.03,742.5,16.5
Menü 2 extern,76,412.5,61.03,742.5,16.5
Menü 2 extern,76,742.5,61.03,742.5,16.5
Menü 2 extern,76,660.0,61.03,742.5,16.5
Brötchen Belegt,76,113.4,4.12,323.4,1.75
Brötchen Belegt,76,210.0,4.12,323.4,1.75
Brötchen Belegt,76,134.4,4.12,323.4,1.75
Brötchen Belegt,76,107.1,4.12,323.4,1.75
Brötchen Belegt,76,323.4,4.12,323.4,1.75
Brötchen Belegt,76,117.6,4.12,323.4,1.75
Brötchen Belegt,76,252.0,4.12,323.4,1.75
Brötchen Belegt,76,151.2,4.12,323.4,1.75
Brötchen Belegt,76,100.8,4.12,323.4,1.75
Brötchen Belegt,76,189.0,4.12,323.4,1.75
Brötchen Belegt,76,214.2,4.12,323.4,1.75
Brötchen Belegt,76,231.0,4.12,323.4,1.75
diverse Getränke,76,1183.5,23.48,2925.0,0.8
diverse Getränke,76,210.0,23.48,2925.0,0.8
diverse Getränke,76,170.0,23.48,2925.0,0.8
diverse Getränke,76,392.0,23.48,2925.0,0.8
diverse Getränke,76,382.0,23.48,2925.0,0.8
diverse Getränke,76,2925.0,23.48,2925.0,0.8
diverse Getränke,76,1596.0,23.48,2925.0,0.8
diverse Getränke,76,142.5,23.48,2925.0,0.8
diverse Getränke,76,288.0,23.48,2925.0,0.8
diverse Getränke,76,198.0,23.48,2925.0,0.8
diverse Getränke,76,118.5,23.48,2925.0,0.8
Cappuccino,76,108.0,2.65,264.0,0.65
Cappuccino,76,192.0,2.65,264.0,0.65
Cappuccino,76,216.0,2.65,264.0,0.65
Cappuccino,76,144.0,2.65,264.0,0.65
Cappuccino,76,180.0,2.65,264.0,0.65
Cappuccino,76,120.0,2.65,264.0,0.65
Cappuccino,76,264.0,2.65,264.0,0.65
Cappuccino,76,132.0,2.65,264.0,0.65
Cappuccino,76,228.0,2.65,264.0,0.65
Belegte Brötchen,76,119.7,2.51,252.0,1.3
Belegte Brötchen,76,126.0,2.51,252.0,1.3
Belegte Brötchen,76,109.2,2.51,252.0,1.3
Belegte Brötchen,76,252.0,2.51,252.0,1.3
Belegte Brötchen,76,168.0,2.51,252.0,1.3
Belegte Brötchen,76,113.4,2.51,252.0,1.3
Bier,76,432.0,4.7,432.0,2.0
Chocolade,76,238.0,66.22,374.0,8.5
Chocolade,76,263.5,66.22,374.0,8.5
Chocolade,76,374.0,66.22,374.0,8.5
Dallmay Bohne 1/2 Pack,76,638.25,26.72,638.25,9.25
Dallmayr Bohne,76,1165.5,268.71,1276.5,18.5
Dallmayr Bohne,76,1276.5,268.71,1276.5,18.5
Dallmayr Bohne,76,832.5,268.71,1276.5,18.5
Dallmayr Bohne,76,814.0,268.71,1276.5,18.5
Dallmayr Bohne,76,943.5,268.71,1276.5,18.5
Dallmayr gemahlen,76,394.8,111.35,470.0,18.8
Dallmayr gemahlen,76,470.0,111.35,470.0,18.8
Dallmayr gemahlen,76,376.0,111.35,470.0,18.8
Eis,76,1674.0,5.09,1674.0,0.18
Equipment,76,8802.78,1562.54,8802.78,5.4
"Hafermilch 1L, Lieferung",76,259.2,75.3,259.2,16.2
"Jacobs Krönung,Abholung",76,252.0,73.27,252.0,10.5
Kekse,76,108.0,14.24,108.0,1.0
Kleine Kuchenstücke,76,210.0,49.0,210.0,1.75
Kleine Kuchenstücke,76,175.0,49.0,210.0,1.75
Kleine Kuchenstücke ,76,210.0,55.05,210.0,10.5
Kleine Kuchenstücke ,76,175.0,55.05,210.0,10.5
Küche,76,127.5,9.16,1212.8,0.1
Küche,76,606.4,9.16,1212.8,0.1
Küche,76,1212.8,9.16,1212.8,0.1
Menü,76,1540.0,470.08,4606.0,2.55
Menü,76,4606.0,470.08,4606.0,2.55
Menü,76,2825.0,470.08,4606.0,2.55
Menü ,76,1540.0,335.06,2825.0,2.55
Menü ,76,2825.0,335.06,2825.0,2.55
Menü ,76,1168.0,335.06,2825.0,2.55
"Milch 1L, Lieferung",76,154.8,50.03,206.4,2.15
"Milch 1L, Lieferung",76,206.4,50.03,206.4,2.15
"Mineralwasser 1L, Lieferung",76,360.0,118.18,450.0,18.0
"Mineralwasser 1L, Lieferung",76,450.0,118.18,450.0,18.0
"Mineralwasser 1L, Lieferung",76,432.0,118.18,450.0,18.0
Minigebäck,76,114.0,22.74,114.0,0.6
Minigebäck ,76,114.0,25.93,114.0,1.0
Obst,76,215.0,1.84,1820.0,0.2
Personalkosten,76,3537.0,335.1,3537.0,30.0
Personalkosten,76,1228.13,335.1,3537.0,30.0
"RhönSprudel 0,75l, Lieferung",76,576.0,143.83,576.0,19.2
"Softdrinks 0,5l.",76,100.1,5.58,100.1,1.2
"Tee,Kanne",76,210.0,14.46,210.0,7.0
"Tee,Kanne ",76,210.0,14.46,210.0,7.0
Zitronen Tee Automat,76,117.3,25.42,117.3,6.9
Zitronen Tee Automat ,76,117.3,25.42,117.3,6.9
"""Roggenschnitte """"Mini""""""",637,168.0,55.88,168.0,21.6
Aktions-essen,637,428.4,125.34,428.4,3.9
"Apfelsaft, klein",637,109.8,9.5,109.8,1.8
"Bier 0,33l",637,164.3,21.51,846.0,1.0
"Bier 0,33l",637,558.0,21.51,846.0,1.0
Brezel,637,198.0,1.7,198.0,0.3
Brunch Konzert,637,3243.6,637.08,3243.6,35.5
Canapé,637,300.0,91.85,300.0,2.1
"Cola, klein 0,2",637,176.4,12.59,176.4,1.45
Dessert Klein,637,175.0,1.15,287.5,0.25
Dessert Klein,637,218.5,1.15,287.5,0.25
Dessert Klein,637,287.5,1.15,287.5,0.25
Dessert Klein,637,100.8,1.15,287.5,0.25
Festliches Menü,637,7980.0,2010.98,7980.0,363.0
Flasche Rotwein,637,333.2,89.8,333.2,23.8
Flasche Sekt,637,684.8,80.23,684.8,9.0
Flasche Weißwein,637,632.2,128.68,632.2,21.8
Frisches Obst,637,332.1,98.03,464.0,0.75
Frisches Obst,637,464.0,98.03,464.0,0.75
Frisches Obst,637,324.0,98.03,464.0,0.75
Frisches Obst,637,396.9,98.03,464.0,0.75
Frisches Obst,637,318.6,98.03,464.0,0.75
Gebäck,637,491.4,2.44,491.4,0.9
Gebäck,637,102.0,2.44,491.4,0.9
Gebäck,637,150.0,2.44,491.4,0.9
Gebäck,637,126.0,2.44,491.4,0.9
Glas Sekt,637,560.0,130.9,560.0,3.5
Glas Wein,637,451.4,6.14,451.4,3.5
Hauptgericht 2,637,262.5,5.15,300.0,0.8
Hauptgericht 2,637,300.0,5.15,300.0,0.8
Kanne Tee,637,124.2,11.03,269.1,1.5
Kanne Tee,637,103.5,11.03,269.1,1.5
